gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus
ENSG00000040531.14,ENSG00000040531,CTNS,chr17,protein_coding,1,0,0
ENSG00000083457.11,ENSG00000083457,ITGAE,chr17,protein_coding,1,0,0
ENSG00000074356.16,ENSG00000074356,NCBP3,chr17,protein_coding,1,0,0
ENSG00000261868.1,ENSG00000261868,MFSD1P1,chr17,processed_pseudogene,1,0,0
ENSG00000183018.8,ENSG00000183018,SPNS2,chr17,protein_coding,1,0,0
ENSG00000132382.14,ENSG00000132382,MYBBP1A,chr17,protein_coding,1,0,0
ENSG00000161905.12,ENSG00000161905,ALOX15,chr17,protein_coding,1,0,0
ENSG00000141456.14,ENSG00000141456,PELP1,chr17,protein_coding,1,0,0
ENSG00000108528.13,ENSG00000108528,SLC25A11,chr17,protein_coding,1,0,0
ENSG00000091640.7,ENSG00000091640,SPAG7,chr17,protein_coding,1,0,0
ENSG00000129250.11,ENSG00000129250,KIF1C,chr17,protein_coding,1,0,0
ENSG00000091592.15,ENSG00000091592,NLRP1,chr17,protein_coding,1,0,0
ENSG00000091622.15,ENSG00000091622,PITPNM3,chr17,protein_coding,1,0,0
ENSG00000198920.9,ENSG00000198920,KIAA0753,chr17,protein_coding,1,0,0
ENSG00000256806.4,ENSG00000256806,C17orf100,chr17,lincRNA,1,0,0
ENSG00000274114.2,ENSG00000274114,CTC-281F24.3,chr17,transcribed_unprocessed_pseudogene,1,0,0
ENSG00000072778.19,ENSG00000072778,ACADVL,chr17,protein_coding,1,0,0
ENSG00000205544.3,ENSG00000205544,TMEM256,chr17,protein_coding,1,0,0
ENSG00000181222.15,ENSG00000181222,POLR2A,chr17,protein_coding,1,0,0
ENSG00000239697.10,ENSG00000239697,TNFSF12,chr17,protein_coding,1,0,0
ENSG00000161955.16,ENSG00000161955,TNFSF13,chr17,protein_coding,1,0,0
ENSG00000161960.14,ENSG00000161960,EIF4A1,chr17,protein_coding,1,0,0
ENSG00000141510.16,ENSG00000141510,TP53,chr17,protein_coding,1,0,0
ENSG00000170004.16,ENSG00000170004,CHD3,chr17,protein_coding,1,0,0
ENSG00000178971.13,ENSG00000178971,CTC1,chr17,protein_coding,1,0,0
ENSG00000065325.12,ENSG00000065325,GLP2R,chr17,protein_coding,1,0,0
ENSG00000007237.18,ENSG00000007237,GAS7,chr17,protein_coding,1,0,0
ENSG00000188803.14,ENSG00000188803,SHISA6,chr17,protein_coding,1,0,0
ENSG00000109099.13,ENSG00000109099,PMP22,chr17,protein_coding,1,0,0
ENSG00000187607.15,ENSG00000187607,ZNF286A,chr17,protein_coding,1,0,0
ENSG00000011295.15,ENSG00000011295,TTC19,chr17,protein_coding,0,0,1
ENSG00000170315.13,ENSG00000170315,UBB,chr17,protein_coding,1,0,0
ENSG00000141026.5,ENSG00000141026,MED9,chr17,protein_coding,1,0,0
ENSG00000108551.4,ENSG00000108551,RASD1,chr17,protein_coding,1,0,0
ENSG00000108557.17,ENSG00000108557,RAI1,chr17,protein_coding,1,0,0
ENSG00000072310.16,ENSG00000072310,SREBF1,chr17,protein_coding,1,0,0
ENSG00000131899.10,ENSG00000131899,LLGL1,chr17,protein_coding,1,0,0
ENSG00000141127.14,ENSG00000141127,PRPSAP2,chr17,protein_coding,1,0,0
ENSG00000188522.14,ENSG00000188522,FAM83G,chr17,protein_coding,1,0,0
ENSG00000072134.15,ENSG00000072134,EPN2,chr17,protein_coding,1,0,0
ENSG00000108641.14,ENSG00000108641,B9D1,chr17,protein_coding,1,0,0
ENSG00000128482.15,ENSG00000128482,RNF112,chr17,protein_coding,0,1,1
ENSG00000142494.13,ENSG00000142494,SLC47A1,chr17,protein_coding,1,0,0
ENSG00000231625.4,ENSG00000231625,CTD-2104P17.1,chr17,transcribed_unprocessed_pseudogene,1,0,0
ENSG00000072210.18,ENSG00000072210,ALDH3A2,chr17,protein_coding,1,0,0
ENSG00000233098.8,ENSG00000233098,CCDC144NL-AS1,chr17,antisense,1,0,0
ENSG00000184185.9,ENSG00000184185,KCNJ12,chr17,protein_coding,1,0,0
ENSG00000109046.14,ENSG00000109046,WSB1,chr17,protein_coding,1,0,0
ENSG00000260019.1,ENSG00000260019,RP11-218F4.1,chr17,lincRNA,1,0,0
ENSG00000109084.13,ENSG00000109084,TMEM97,chr17,protein_coding,1,0,0
ENSG00000004139.13,ENSG00000004139,SARM1,chr17,protein_coding,1,0,0
ENSG00000109072.13,ENSG00000109072,VTN,chr17,protein_coding,1,0,0
ENSG00000196535.15,ENSG00000196535,MYO18A,chr17,protein_coding,1,0,0
ENSG00000108262.15,ENSG00000108262,GIT1,chr17,protein_coding,1,0,0
ENSG00000264148.1,ENSG00000264148,RP11-848P1.7,chr17,processed_pseudogene,1,0,0
ENSG00000126861.4,ENSG00000126861,OMG,chr17,protein_coding,1,0,0
ENSG00000126860.11,ENSG00000126860,EVI2A,chr17,protein_coding,1,0,0
ENSG00000141314.12,ENSG00000141314,RHBDL3,chr17,protein_coding,1,0,0
ENSG00000176749.8,ENSG00000176749,CDK5R1,chr17,protein_coding,1,0,0
ENSG00000005156.11,ENSG00000005156,LIG3,chr17,protein_coding,1,0,0
ENSG00000073536.17,ENSG00000073536,NLE1,chr17,protein_coding,1,0,0
ENSG00000278540.4,ENSG00000278540,ACACA,chr17,protein_coding,1,0,0
ENSG00000276023.4,ENSG00000276023,DUSP14,chr17,protein_coding,1,0,0
ENSG00000275832.4,ENSG00000275832,ARHGAP23,chr17,protein_coding,1,0,0
ENSG00000275023.4,ENSG00000275023,MLLT6,chr17,protein_coding,1,0,0
ENSG00000125691.12,ENSG00000125691,RPL23,chr17,protein_coding,1,0,0
ENSG00000002834.17,ENSG00000002834,LASP1,chr17,protein_coding,1,0,0
ENSG00000161381.13,ENSG00000161381,PLXDC1,chr17,protein_coding,1,0,0
ENSG00000126351.12,ENSG00000126351,THRA,chr17,protein_coding,0,1,0
ENSG00000213424.8,ENSG00000213424,KRT222,chr17,protein_coding,1,0,0
ENSG00000173786.16,ENSG00000173786,CNP,chr17,protein_coding,1,0,0
ENSG00000168259.14,ENSG00000168259,DNAJC7,chr17,protein_coding,1,0,0
ENSG00000167925.15,ENSG00000167925,GHDC,chr17,protein_coding,1,0,0
ENSG00000177469.12,ENSG00000177469,PTRF,chr17,protein_coding,1,0,0
ENSG00000108784.9,ENSG00000108784,NAGLU,chr17,protein_coding,1,0,0
ENSG00000266962.2,ENSG00000266962,RP11-400F19.6,chr17,antisense,1,0,0
ENSG00000108830.9,ENSG00000108830,RND2,chr17,protein_coding,1,0,0
ENSG00000188825.13,ENSG00000188825,LINC00910,chr17,lincRNA,1,0,0
ENSG00000175906.4,ENSG00000175906,ARL4D,chr17,protein_coding,1,0,0
ENSG00000161647.18,ENSG00000161647,MPP3,chr17,protein_coding,1,0,0
ENSG00000108852.14,ENSG00000108852,MPP2,chr17,protein_coding,1,0,0
ENSG00000141349.8,ENSG00000141349,G6PC3,chr17,protein_coding,1,0,0
ENSG00000168591.15,ENSG00000168591,TMUB2,chr17,protein_coding,1,0,0
ENSG00000267750.5,ENSG00000267750,RUNDC3A-AS1,chr17,antisense,1,0,0
ENSG00000184922.13,ENSG00000184922,FMNL1,chr17,protein_coding,0,1,1
ENSG00000159314.11,ENSG00000159314,ARHGAP27,chr17,protein_coding,1,1,0
ENSG00000186868.15,ENSG00000186868,MAPT,chr17,protein_coding,1,0,0
ENSG00000073969.18,ENSG00000073969,NSF,chr17,protein_coding,1,0,0
ENSG00000170703.15,ENSG00000170703,TTLL6,chr17,protein_coding,1,0,0
ENSG00000136436.14,ENSG00000136436,CALCOCO2,chr17,protein_coding,0,0,1
ENSG00000159202.17,ENSG00000159202,UBE2Z,chr17,protein_coding,1,0,0
ENSG00000173868.11,ENSG00000173868,PHOSPHO1,chr17,protein_coding,1,0,0
ENSG00000182575.7,ENSG00000182575,NXPH3,chr17,protein_coding,1,0,0
ENSG00000121067.17,ENSG00000121067,SPOP,chr17,protein_coding,1,0,0
ENSG00000005884.17,ENSG00000005884,ITGA3,chr17,protein_coding,1,0,0
ENSG00000005882.11,ENSG00000005882,PDK2,chr17,protein_coding,1,0,0
ENSG00000006283.17,ENSG00000006283,CACNA1G,chr17,protein_coding,1,0,0
ENSG00000154945.6,ENSG00000154945,ANKRD40,chr17,protein_coding,1,0,0
ENSG00000008294.20,ENSG00000008294,SPAG9,chr17,protein_coding,1,0,0
ENSG00000108960.7,ENSG00000108960,MMD,chr17,protein_coding,1,0,0
ENSG00000153930.11,ENSG00000153930,ANKFN1,chr17,protein_coding,1,0,0
ENSG00000183691.4,ENSG00000183691,NOG,chr17,protein_coding,1,0,0
ENSG00000153944.10,ENSG00000153944,MSI2,chr17,protein_coding,1,0,0
ENSG00000005379.15,ENSG00000005379,TSPOAP1,chr17,protein_coding,1,0,0
ENSG00000108387.14,ENSG00000108387,SEPT4,chr17,protein_coding,1,0,0
ENSG00000167434.9,ENSG00000167434,CA4,chr17,protein_coding,1,0,0
ENSG00000159640.15,ENSG00000159640,ACE,chr17,protein_coding,1,0,0
ENSG00000108592.16,ENSG00000108592,FTSJ3,chr17,protein_coding,1,0,0
ENSG00000108622.10,ENSG00000108622,ICAM2,chr17,protein_coding,1,0,0
ENSG00000108370.16,ENSG00000108370,RGS9,chr17,protein_coding,1,0,0
ENSG00000154240.16,ENSG00000154240,CEP112,chr17,protein_coding,0,1,0
ENSG00000154217.14,ENSG00000154217,PITPNC1,chr17,protein_coding,1,0,0
ENSG00000108932.11,ENSG00000108932,SLC16A6,chr17,protein_coding,1,0,0
ENSG00000234899.9,ENSG00000234899,SOX9-AS1,chr17,processed_transcript,1,0,0
ENSG00000277728.1,ENSG00000277728,RP11-143K11.7,chr17,antisense,1,0,0
ENSG00000069188.16,ENSG00000069188,SDK2,chr17,protein_coding,1,0,0
ENSG00000141540.10,ENSG00000141540,TTYH2,chr17,protein_coding,1,0,0
ENSG00000172794.19,ENSG00000172794,RAB37,chr17,protein_coding,1,0,0
ENSG00000161509.13,ENSG00000161509,GRIN2C,chr17,protein_coding,1,0,0
ENSG00000167861.15,ENSG00000167861,HID1,chr17,protein_coding,1,0,0
ENSG00000109089.7,ENSG00000109089,CDR2L,chr17,protein_coding,1,0,0
ENSG00000180901.10,ENSG00000180901,KCTD2,chr17,protein_coding,1,0,0
ENSG00000259120.2,ENSG00000259120,SMIM6,chr17,protein_coding,1,0,0
ENSG00000132471.11,ENSG00000132471,WBP2,chr17,protein_coding,1,0,0
ENSG00000182473.21,ENSG00000182473,EXOC7,chr17,protein_coding,1,0,0
ENSG00000163597.14,ENSG00000163597,SNHG16,chr17,processed_transcript,1,0,0
ENSG00000161547.15,ENSG00000161547,SRSF2,chr17,protein_coding,0,1,0
ENSG00000234912.10,ENSG00000234912,SNHG20,chr17,processed_transcript,1,0,0
ENSG00000129657.14,ENSG00000129657,SEC14L1,chr17,protein_coding,1,0,0
ENSG00000108639.7,ENSG00000108639,SYNGR2,chr17,protein_coding,1,0,0
ENSG00000183077.15,ENSG00000183077,AFMID,chr17,protein_coding,1,0,0
ENSG00000204278.12,ENSG00000204278,TMEM235,chr17,protein_coding,1,0,0
ENSG00000035862.12,ENSG00000035862,TIMP2,chr17,protein_coding,0,1,0
ENSG00000173918.14,ENSG00000173918,C1QTNF1,chr17,protein_coding,1,0,0
ENSG00000171246.5,ENSG00000171246,NPTX1,chr17,protein_coding,1,0,0
ENSG00000181409.11,ENSG00000181409,AATK,chr17,protein_coding,1,0,0
ENSG00000279187.1,ENSG00000279187,RP11-455O6.5,chr17,TEC,1,0,0
ENSG00000266074.8,ENSG00000266074,BAHCC1,chr17,protein_coding,1,0,0
ENSG00000141522.11,ENSG00000141522,ARHGDIA,chr17,protein_coding,1,0,0
ENSG00000183684.7,ENSG00000183684,ALYREF,chr17,protein_coding,1,0,0
ENSG00000185813.10,ENSG00000185813,PCYT2,chr17,protein_coding,1,0,0
ENSG00000197063.10,ENSG00000197063,MAFG,chr17,protein_coding,1,0,0
ENSG00000185269.11,ENSG00000185269,NOTUM,chr17,protein_coding,1,0,0
ENSG00000169750.8,ENSG00000169750,RAC3,chr17,protein_coding,1,0,0
ENSG00000169727.12,ENSG00000169727,GPS1,chr17,protein_coding,1,0,0
ENSG00000169710.8,ENSG00000169710,FASN,chr17,protein_coding,1,0,0
ENSG00000181396.12,ENSG00000181396,OGFOD3,chr17,protein_coding,1,0,0
ENSG00000141542.10,ENSG00000141542,RAB40B,chr17,protein_coding,1,0,0
ENSG00000167363.13,ENSG00000167363,FN3K,chr17,protein_coding,1,0,0
ENSG00000175711.8,ENSG00000175711,B3GNTL1,chr17,protein_coding,1,0,0
ENSG00000261888.1,ENSG00000261888,AC144831.1,chr17,lincRNA,1,0,0
ENSG00000263006.6,ENSG00000263006,ROCK1P1,chr18,transcribed_unprocessed_pseudogene,1,0,0
ENSG00000101557.14,ENSG00000101557,USP14,chr18,protein_coding,1,0,0
ENSG00000176912.3,ENSG00000176912,TYMSOS,chr18,processed_transcript,1,0,0
ENSG00000250933.1,ENSG00000250933,GAPDHP66,chr18,processed_pseudogene,1,0,0
ENSG00000198081.10,ENSG00000198081,ZBTB14,chr18,protein_coding,1,0,0
ENSG00000154655.15,ENSG00000154655,L3MBTL4,chr18,protein_coding,0,1,0
ENSG00000088756.12,ENSG00000088756,ARHGAP28,chr18,protein_coding,0,1,0
ENSG00000206418.3,ENSG00000206418,RAB12,chr18,protein_coding,1,0,0
ENSG00000154845.15,ENSG00000154845,PPP4R1,chr18,protein_coding,1,0,0
ENSG00000154864.11,ENSG00000154864,PIEZO2,chr18,protein_coding,1,0,0
ENSG00000141404.15,ENSG00000141404,GNAL,chr18,protein_coding,1,0,0
ENSG00000255112.2,ENSG00000255112,CHMP1B,chr18,protein_coding,1,0,0
ENSG00000168675.18,ENSG00000168675,LDLRAD4,chr18,protein_coding,1,0,0
ENSG00000272746.1,ENSG00000272746,RP11-53B2.6,chr18,sense_intronic,1,0,0
ENSG00000101654.17,ENSG00000101654,RNMT,chr18,protein_coding,1,0,0
ENSG00000141449.14,ENSG00000141449,GREB1L,chr18,protein_coding,1,0,0
ENSG00000141458.12,ENSG00000141458,NPC1,chr18,protein_coding,1,0,0
ENSG00000141447.16,ENSG00000141447,OSBPL1A,chr18,protein_coding,1,0,0
ENSG00000198795.10,ENSG00000198795,ZNF521,chr18,protein_coding,1,0,0
ENSG00000134755.14,ENSG00000134755,DSC2,chr18,protein_coding,1,0,0
ENSG00000046604.12,ENSG00000046604,DSG2,chr18,protein_coding,1,0,0
ENSG00000141441.15,ENSG00000141441,GAREM1,chr18,protein_coding,1,0,0
ENSG00000166960.16,ENSG00000166960,CCDC178,chr18,protein_coding,1,0,0
ENSG00000101746.15,ENSG00000101746,NOL4,chr18,protein_coding,1,0,0
ENSG00000172466.15,ENSG00000172466,ZNF24,chr18,protein_coding,1,0,0
ENSG00000141429.13,ENSG00000141429,GALNT1,chr18,protein_coding,1,0,0
ENSG00000141428.16,ENSG00000141428,C18orf21,chr18,protein_coding,1,0,0
ENSG00000141424.12,ENSG00000141424,SLC39A6,chr18,protein_coding,1,0,0
ENSG00000134759.13,ENSG00000134759,ELP2,chr18,protein_coding,0,0,1
ENSG00000150477.14,ENSG00000150477,KIAA1328,chr18,protein_coding,1,0,0
ENSG00000132872.11,ENSG00000132872,SYT4,chr18,protein_coding,1,0,1
ENSG00000132874.14,ENSG00000132874,SLC14A2,chr18,protein_coding,1,0,0
ENSG00000267193.5,ENSG00000267193,RP11-116O18.3,chr18,antisense,1,0,0
ENSG00000152242.10,ENSG00000152242,C18orf25,chr18,protein_coding,1,0,0
ENSG00000101638.13,ENSG00000101638,ST8SIA5,chr18,protein_coding,1,0,0
ENSG00000078043.15,ENSG00000078043,PIAS2,chr18,protein_coding,1,0,0
ENSG00000101665.8,ENSG00000101665,SMAD7,chr18,protein_coding,1,0,0
ENSG00000141639.11,ENSG00000141639,MAPK4,chr18,protein_coding,1,0,0
ENSG00000227115.7,ENSG00000227115,LINC01630,chr18,lincRNA,1,0,0
ENSG00000134046.11,ENSG00000134046,MBD2,chr18,protein_coding,1,0,0
ENSG00000166845.13,ENSG00000166845,C18orf54,chr18,protein_coding,1,0,0
ENSG00000134440.11,ENSG00000134440,NARS,chr18,protein_coding,0,1,0
ENSG00000049759.17,ENSG00000049759,NEDD4L,chr18,protein_coding,1,0,0
ENSG00000166603.4,ENSG00000166603,MC4R,chr18,protein_coding,1,0,0
ENSG00000134444.13,ENSG00000134444,KIAA1468,chr18,protein_coding,1,0,0
ENSG00000081913.13,ENSG00000081913,PHLPP1,chr18,protein_coding,1,0,0
ENSG00000119537.15,ENSG00000119537,KDSR,chr18,protein_coding,1,0,0
ENSG00000171451.13,ENSG00000171451,DSEL,chr18,protein_coding,1,0,0
ENSG00000166479.9,ENSG00000166479,TMX3,chr18,protein_coding,1,0,0
ENSG00000166342.18,ENSG00000166342,NETO1,chr18,protein_coding,1,0,0
ENSG00000265579.1,ENSG00000265579,RP11-713C5.1,chr18,sense_intronic,1,0,0
ENSG00000075336.11,ENSG00000075336,TIMM21,chr18,protein_coding,1,0,0
ENSG00000133313.14,ENSG00000133313,CNDP2,chr18,protein_coding,1,0,0
ENSG00000150656.14,ENSG00000150656,CNDP1,chr18,protein_coding,1,1,0
ENSG00000197971.14,ENSG00000197971,MBP,chr18,protein_coding,1,0,0
ENSG00000141934.9,ENSG00000141934,PLPP2,chr19,protein_coding,1,0,0
ENSG00000183186.7,ENSG00000183186,C2CD4C,chr19,protein_coding,0,1,0
ENSG00000099821.13,ENSG00000099821,POLRMT,chr19,protein_coding,1,0,0
ENSG00000129951.18,ENSG00000129951,PLPPR3,chr19,protein_coding,1,0,0
ENSG00000196415.9,ENSG00000196415,PRTN3,chr19,protein_coding,1,0,0
ENSG00000198858.9,ENSG00000198858,R3HDM4,chr19,protein_coding,1,0,0
ENSG00000180448.10,ENSG00000180448,ARHGAP45,chr19,protein_coding,0,1,0
ENSG00000130005.11,ENSG00000130005,GAMT,chr19,protein_coding,1,0,0
ENSG00000267092.2,ENSG00000267092,CTB-25B13.9,chr19,antisense,1,0,0
ENSG00000185988.11,ENSG00000185988,PLK5,chr19,protein_coding,1,0,0
ENSG00000071655.17,ENSG00000071655,MBD3,chr19,protein_coding,1,0,0
ENSG00000129911.8,ENSG00000129911,KLF16,chr19,protein_coding,1,0,0
ENSG00000133243.8,ENSG00000133243,BTBD2,chr19,protein_coding,1,0,0
ENSG00000176490.4,ENSG00000176490,DIRAS1,chr19,protein_coding,1,0,0
ENSG00000161082.12,ENSG00000161082,CELF5,chr19,protein_coding,1,0,0
ENSG00000105325.13,ENSG00000105325,FZR1,chr19,protein_coding,1,0,0
ENSG00000126934.13,ENSG00000126934,MAP2K2,chr19,protein_coding,1,0,0
ENSG00000105251.10,ENSG00000105251,SHD,chr19,protein_coding,1,0,0
ENSG00000105255.10,ENSG00000105255,FSD1,chr19,protein_coding,1,0,0
ENSG00000178078.11,ENSG00000178078,STAP2,chr19,protein_coding,1,0,0
ENSG00000141985.9,ENSG00000141985,SH3GL1,chr19,protein_coding,1,0,0
ENSG00000167670.15,ENSG00000167670,CHAF1A,chr19,protein_coding,1,0,0
ENSG00000167674.14,ENSG00000167674,CTB-50L17.10,chr19,protein_coding,1,0,0
ENSG00000167676.4,ENSG00000167676,PLIN4,chr19,protein_coding,1,0,0
ENSG00000176840.11,ENSG00000176840,MIR7-3HG,chr19,lincRNA,1,0,0
ENSG00000223573.6,ENSG00000223573,TINCR,chr19,protein_coding,0,1,0
ENSG00000160633.12,ENSG00000160633,SAFB,chr19,protein_coding,1,0,0
ENSG00000174917.8,ENSG00000174917,C19orf70,chr19,protein_coding,1,0,0
ENSG00000104833.11,ENSG00000104833,TUBB4A,chr19,protein_coding,1,0,0
ENSG00000198816.6,ENSG00000198816,ZNF358,chr19,protein_coding,1,0,0
ENSG00000076924.11,ENSG00000076924,XAB2,chr19,protein_coding,1,0,0
ENSG00000182566.13,ENSG00000182566,CLEC4G,chr19,protein_coding,1,0,0
ENSG00000142459.8,ENSG00000142459,EVI5L,chr19,protein_coding,1,0,0
ENSG00000183248.11,ENSG00000183248,PRR36,chr19,protein_coding,1,0,0
ENSG00000142303.13,ENSG00000142303,ADAMTS10,chr19,protein_coding,1,0,0
ENSG00000105376.4,ENSG00000105376,ICAM5,chr19,protein_coding,1,0,0
ENSG00000065989.15,ENSG00000065989,PDE4A,chr19,protein_coding,1,0,0
ENSG00000079999.13,ENSG00000079999,KEAP1,chr19,protein_coding,1,0,0
ENSG00000180739.13,ENSG00000180739,S1PR5,chr19,protein_coding,1,0,0
ENSG00000129351.17,ENSG00000129351,ILF3,chr19,protein_coding,1,0,0
ENSG00000213339.8,ENSG00000213339,QTRT1,chr19,protein_coding,1,0,0
ENSG00000099203.6,ENSG00000099203,TMED1,chr19,protein_coding,1,0,0
ENSG00000105514.7,ENSG00000105514,RAB3D,chr19,protein_coding,1,0,0
ENSG00000183401.11,ENSG00000183401,CCDC159,chr19,protein_coding,0,0,1
ENSG00000105520.10,ENSG00000105520,PLPPR2,chr19,protein_coding,0,1,0
ENSG00000130175.9,ENSG00000130175,PRKCSH,chr19,protein_coding,1,0,0
ENSG00000196361.9,ENSG00000196361,ELAVL3,chr19,protein_coding,1,0,0
ENSG00000197044.10,ENSG00000197044,ZNF441,chr19,protein_coding,1,0,0
ENSG00000177599.12,ENSG00000177599,ZNF491,chr19,protein_coding,0,1,0
ENSG00000171295.12,ENSG00000171295,ZNF440,chr19,protein_coding,1,0,0
ENSG00000196757.7,ENSG00000196757,ZNF700,chr19,protein_coding,1,0,0
ENSG00000197647.11,ENSG00000197647,ZNF433,chr19,protein_coding,1,0,0
ENSG00000223547.9,ENSG00000223547,ZNF844,chr19,protein_coding,1,0,0
ENSG00000173875.13,ENSG00000173875,ZNF791,chr19,protein_coding,1,0,0
ENSG00000105583.9,ENSG00000105583,WDR83OS,chr19,protein_coding,1,0,0
ENSG00000095059.15,ENSG00000095059,DHPS,chr19,protein_coding,1,0,0
ENSG00000179115.10,ENSG00000179115,FARSA,chr19,protein_coding,1,0,0
ENSG00000179218.13,ENSG00000179218,CALR,chr19,protein_coding,0,0,1
ENSG00000179262.9,ENSG00000179262,RAD23A,chr19,protein_coding,1,0,0
ENSG00000266897.1,ENSG00000266897,AC005546.2,chr19,lincRNA,1,0,0
ENSG00000187556.7,ENSG00000187556,NANOS3,chr19,protein_coding,1,0,0
ENSG00000132017.10,ENSG00000132017,DCAF15,chr19,protein_coding,1,0,0
ENSG00000123136.14,ENSG00000123136,DDX39A,chr19,protein_coding,1,0,0
ENSG00000105135.15,ENSG00000105135,ILVBL,chr19,protein_coding,1,0,0
ENSG00000277825.1,ENSG00000277825,CTD-2013N17.7,chr19,lincRNA,0,1,0
ENSG00000127526.14,ENSG00000127526,SLC35E1,chr19,protein_coding,1,0,0
ENSG00000053501.12,ENSG00000053501,USE1,chr19,protein_coding,0,0,1
ENSG00000130304.16,ENSG00000130304,SLC27A1,chr19,protein_coding,1,0,0
ENSG00000130475.14,ENSG00000130475,FCHO1,chr19,protein_coding,1,0,0
ENSG00000105642.15,ENSG00000105642,KCNN1,chr19,protein_coding,1,0,0
ENSG00000105643.9,ENSG00000105643,ARRDC2,chr19,protein_coding,1,0,0
ENSG00000099308.10,ENSG00000099308,MAST3,chr19,protein_coding,1,0,0
ENSG00000105655.18,ENSG00000105655,ISYNA1,chr19,protein_coding,1,0,0
ENSG00000105700.10,ENSG00000105700,KXD1,chr19,protein_coding,1,0,0
ENSG00000105662.15,ENSG00000105662,CRTC1,chr19,protein_coding,1,0,0
ENSG00000064607.16,ENSG00000064607,SUGP2,chr19,protein_coding,1,0,0
ENSG00000105676.13,ENSG00000105676,ARMC6,chr19,protein_coding,1,0,0
ENSG00000130287.13,ENSG00000130287,NCAN,chr19,protein_coding,1,0,0
ENSG00000258674.5,ENSG00000258674,CTC-260F20.3,chr19,protein_coding,1,0,0
ENSG00000089639.10,ENSG00000089639,GMIP,chr19,protein_coding,0,0,1
ENSG00000105708.8,ENSG00000105708,ZNF14,chr19,protein_coding,1,0,0
ENSG00000196268.11,ENSG00000196268,ZNF493,chr19,protein_coding,1,0,0
ENSG00000268278.1,ENSG00000268278,RP11-420K14.1,chr19,unprocessed_pseudogene,1,0,0
ENSG00000213973.8,ENSG00000213973,ZNF99,chr19,protein_coding,1,0,0
ENSG00000283201.1,ENSG00000283201,RP11-15H20.8,chr19,protein_coding,1,0,0
ENSG00000260725.1,ENSG00000260725,AC005307.1,chr19,lincRNA,1,0,0
ENSG00000283403.1,ENSG00000283403,AC005307.5,chr19,processed_transcript,1,0,0
ENSG00000105176.17,ENSG00000105176,URI1,chr19,protein_coding,1,0,0
ENSG00000198597.8,ENSG00000198597,ZNF536,chr19,protein_coding,1,0,0
ENSG00000213965.3,ENSG00000213965,NUDT19,chr19,protein_coding,1,0,0
ENSG00000173809.16,ENSG00000173809,TDRD12,chr19,protein_coding,1,0,0
ENSG00000130881.13,ENSG00000130881,LRP3,chr19,protein_coding,1,0,0
ENSG00000248830.1,ENSG00000248830,ZNF807,chr19,unprocessed_pseudogene,1,0,0
ENSG00000105711.10,ENSG00000105711,SCN1B,chr19,protein_coding,1,1,0
ENSG00000105707.13,ENSG00000105707,HPN,chr19,protein_coding,1,0,0
ENSG00000266964.5,ENSG00000266964,FXYD1,chr19,protein_coding,1,0,0
ENSG00000105695.14,ENSG00000105695,MAG,chr19,protein_coding,1,0,0
ENSG00000189001.10,ENSG00000189001,SBSN,chr19,protein_coding,1,0,0
ENSG00000004777.18,ENSG00000004777,ARHGAP33,chr19,protein_coding,1,0,0
ENSG00000105254.11,ENSG00000105254,TBCB,chr19,protein_coding,1,0,0
ENSG00000161281.10,ENSG00000161281,COX7A1,chr19,protein_coding,1,0,0
ENSG00000167635.11,ENSG00000167635,ZNF146,chr19,protein_coding,1,0,0
ENSG00000267309.1,ENSG00000267309,CTD-2630F21.1,chr19,antisense,1,0,0
ENSG00000266916.5,ENSG00000266916,ZNF793-AS1,chr19,antisense,1,0,0
ENSG00000120784.15,ENSG00000120784,ZFP30,chr19,protein_coding,1,0,0
ENSG00000167641.10,ENSG00000167641,PPP1R14A,chr19,protein_coding,1,0,0
ENSG00000099338.22,ENSG00000099338,CATSPERG,chr19,protein_coding,1,0,0
ENSG00000188766.12,ENSG00000188766,SPRED3,chr19,protein_coding,1,0,0
ENSG00000130402.11,ENSG00000130402,ACTN4,chr19,protein_coding,1,0,0
ENSG00000068903.19,ENSG00000068903,SIRT2,chr19,protein_coding,1,0,0
ENSG00000130669.17,ENSG00000130669,PAK4,chr19,protein_coding,1,0,0
ENSG00000006712.14,ENSG00000006712,PAF1,chr19,protein_coding,1,0,0
ENSG00000196235.13,ENSG00000196235,SUPT5H,chr19,protein_coding,1,0,0
ENSG00000275395.4,ENSG00000275395,FCGBP,chr19,protein_coding,1,0,0
ENSG00000105219.8,ENSG00000105219,CNTD2,chr19,protein_coding,1,0,0
ENSG00000090013.9,ENSG00000090013,BLVRB,chr19,protein_coding,1,0,0
ENSG00000105245.9,ENSG00000105245,NUMBL,chr19,protein_coding,1,0,0
ENSG00000105323.16,ENSG00000105323,HNRNPUL1,chr19,protein_coding,1,0,0
ENSG00000142039.3,ENSG00000142039,CCDC97,chr19,protein_coding,1,0,0
ENSG00000077348.8,ENSG00000077348,EXOSC5,chr19,protein_coding,1,0,0
ENSG00000076928.17,ENSG00000076928,ARHGEF1,chr19,protein_coding,1,0,0
ENSG00000105409.16,ENSG00000105409,ATP1A3,chr19,protein_coding,1,0,0
ENSG00000079435.9,ENSG00000079435,LIPE,chr19,protein_coding,1,0,0
